Datetime,Open,High,Low,Close,Volume,1,2,3,4,5,6
1571270400000,7994.76,8124.63,7930,8069.20,58354.602,1571356799999,468701651.96454,80845,30214.470,242659204.06555,0
1571356800000,8069.41,8117.30,7812,7943.94,75251.352,1571443199999,597673590.50877,102381,38916.486,309267700.81598,0
1571443200000,7945.57,8108.54,7852.12,7947.13,78024.395,1571529599999,620945265.24094,98068,39948.006,317935233.11750,0
1571529600000,7947.78,8300.50,7871.17,8218.23,78663.915,1571615999999,631533255.81236,120205,40050.334,321455250.64889,0
1571616000000,8218.23,8334.57,8150,8201.74,59928.516,1571702399999,492366045.41501,100497,30160.553,247796532.58354,0
1571702400000,8201,8290,8000,8020.89,69506.880,1571788799999,568694788.53218,115709,35709.341,292256359.88044,0
1571788800000,8020.68,8047.78,7172.76,7465,108484.139,1571875199999,828695587.22741,202487,52606.530,402104914.23656,0
1571875200000,7465.18,7495.81,7337.44,7411.35,66719.534,1571961599999,495690565.11975,111756,30969.405,230099709.68439,0
1571961600000,7410.07,8800,7359,8650,165118.926,1572047999999,1351037936.49978,322189,84120.471,688544824.62459,0
1572048000000,8650,10408.48,8626.89,9232.22,248161.161,1572134399999,2322814045.64929,503375,122864.960,1150211174.50019,0
1572134400000,9234.75,9803.83,9066.07,9533.32,163544.019,1572220799999,1551811193.38667,309972,80566.537,764499120.83264,0
1572220800000,9534.37,9930.13,9156.03,9217.36,155599.975,1572307199999,1475693085.47329,279048,76273.351,723564688.41840,0
1572307200000,9215.78,9569.10,9070,9415.02,124703.014,1572393599999,1169427308.33374,242823,62048.878,581950211.43687,0
1572393600000,9415.02,9418.65,8975.72,9165.30,98464.858,1572479999999,904505540.99763,233836,48285.836,443630358.87190,0
1572480000000,9163.40,9438.64,8933,9150,98836.044,1572566399999,907028492.38510,247658,48306.456,443407541.08509,0
1572566400000,9149.88,9280,9050.27,9231.01,87256.949,1572652799999,798942104.65699,237247,43597.276,399260881.59083,0
1572652800000,9231.70,9375,9194.98,9287.80,56602.055,1572739199999,524748680.13959,163182,28059.740,260168612.43004,0
1572739200000,9288.96,9366.69,9073,9197.88,75612.722,1572825599999,695623695.12204,257133,36510.146,335956143.69011,0
1572825600000,9197.86,9550,9126.01,9395.46,90433.357,1572911999999,841596521.34874,248571,45855.157,426830045.75913,0
1572912000000,9395.47,9457.13,9164.33,9313.20,113738.226,1572998399999,1060847258.19057,276198,55746.252,520070934.39106,0
1572998400000,9313.10,9450,9259.48,9343.60,73767.911,1573084799999,689203217.44144,190226,36712.807,343050022.06348,0
1573084800000,9344.29,9381.93,9091.20,9219.64,77389.569,1573171199999,714933248.83024,178691,37470.371,346192853.59392,0
1573171200000,9221.63,9259.30,8669.85,8775.03,151851.160,1573257599999,1355101393.82227,319405,72769.692,649293540.81917,0
1573257600000,8775.60,8878,8727,8811.15,66846.392,1573343999999,588949194.26502,183364,33155.841,292132348.52347,0
1573344000000,8811.30,9187,8760,9041.31,91099.197,1573430399999,814629855.82619,245197,46128.500,412510349.46875,0
1573430400000,9041.31,9072.91,8611.11,8728.93,113373.762,1573516799999,996043073.24061,324917,54699.882,480481270.04877,0
1573516800000,8729.89,8889.06,8552.12,8817,107520.546,1573603199999,938793146.96562,287214,53715.539,469120125.09438,0
1573603200000,8817.94,8838,8712,8774.76,58585.811,1573689599999,513537401.05586,163995,28973.713,253992939.01059,0
1573689600000,8774.78,8798.06,8581.39,8642.25,87099.995,1573775999999,754801551.10366,225625,42551.679,368778066.66991,0
1573776000000,8642.47,8780,8380,8473.27,145602.497,1573862399999,1246865100.25388,368156,70893.746,607257636.23248,0
1573862400000,8473.30,8540.54,8435,8491.06,48657.040,1573948799999,412710046.69823,152747,24188.913,205184331.39861,0
1573948800000,8491.18,8631,8355.78,8504.04,72152.266,1574035199999,614653043.32686,215149,35856.741,305540218.52455,0
1574035200000,8504.13,8504.71,8050,8183.26,123477.142,1574121599999,1028202469.94838,363313,57762.941,481284030.80230,0
1574121600000,8183.30,8212.87,8000,8131.70,110854.030,1574207999999,898778770.86044,294385,55317.768,448604645.23986,0
1574208000000,8131.12,8230,8037.50,8094.05,87352.380,1574294399999,708540147.01943,241974,42908.637,348108865.77557,0
1574294400000,8094.57,8131.51,7432,7621.90,180289.189,1574380799999,1400628627.16021,412277,85629.625,665273856.38300,0
1574380800000,7621.89,7765.03,6762.73,7262.72,371213.951,1574467199999,2688155961.25170,999166,181934.585,1317759038.42699,0
1574467200000,7261.89,7345.84,7073.38,7305.99,139643.311,1574553599999,1008592734.24347,378359,69436.266,501584575.32315,0
1574553600000,7306.19,7324.92,6855.91,6900.86,183676.078,1574639999999,1303419525.39099,504021,90242.175,640683949.08767,0
1574640000000,6899.77,7386.29,6510.19,7102.03,333987.914,1574726399999,2320368143.08612,926856,166657.753,1158186261.82566,0
1574726400000,7103.34,7340.06,7011.90,7150,193962.094,1574812799999,1384559257.54580,525112,96641.345,689914525.11150,0
1574812800000,7149.97,7669.20,6850,7506.77,297842.994,1574899199999,2162938473.36819,787562,150498.289,1093383212.51908,0
1574899200000,7506.78,7643,7356,7415.79,175000.609,1574985599999,1314201480.28623,439167,86015.121,646137430.46201,0
1574985600000,7417,7850,7394.57,7736.66,185819.186,1575071999999,1415257727.65399,481870,93865.649,714816879.60473,0
1575072000000,7737.23,7800,7444.18,7542.93,141966.392,1575158399999,1081497211.80452,362290,68012.803,518148680.57396,0
1575158400000,7541.08,7541.08,7222.29,7387.38,196291.252,1575244799999,1442570909.29430,500459,96077.054,706184674.41115,0
1575244800000,7388,7416.75,7137.74,7291,143966.953,1575331199999,1049763091.44412,370901,71412.232,520828889.39926,0
1575331200000,7291.74,7404.42,7231.35,7290.86,84699.470,1575417599999,618921233.00419,233130,41922.424,306376914.66429,0
1575417600000,7290.85,7800,7070,7191,274879.481,1575503999999,2010415073.79885,593445,137506.045,1006126277.04231,0
1575504000000,7189.42,7480,7142.54,7384.99,176315.108,1575590399999,1291358111.12701,446089,88995.656,651916487.69038,0
1575590400000,7384.66,7602.44,7295.73,7522.10,136218.707,1575676799999,1009056959.83042,367352,68368.604,506601998.63610,0
1575676800000,7521.13,7616.91,7467.44,7487.20,83208.782,1575763199999,625725539.42670,223129,41704.625,313651040.56630,0
1575763200000,7487.19,7559.39,7376,7508.20,84380.338,1575849599999,631265923.89387,218684,41942.110,313824486.14444,0
1575849600000,7507.87,7676.48,7269.05,7337.49,136440.176,1575935999999,1017059787.60653,349478,66499.449,495926980.64656,0
1575936000000,7338.20,7403.71,7152,7220.98,126662.794,1576022399999,923135831.85705,294099,61838.397,450779830.92809,0
1576022400000,7220.92,7267,7117.74,7205.77,97320.727,1576108799999,701421427.95292,224496,48330.933,348364573.67675,0
1576108800000,7206.78,7295.12,7080,7194.77,140594.105,1576195199999,1009269923.91096,304604,70699.718,507632396.13088,0
1576195200000,7194.08,7298,7190,7252.98,80178.833,1576281599999,580009722.04465,187255,39706.504,287254508.29012,0
1576281600000,7252.98,7266.14,7007.86,7061.34,97837.512,1576367999999,697707778.24799,236813,46055.740,328458564.51690,0
1576368000000,7060.79,7196,7004.77,7115,87933.233,1576454399999,623906287.16733,180924,44537.104,316054323.43030,0
1576454400000,7115.45,7147.34,6831,6887.54,117597.890,1576540799999,823110567.19727,249488,55589.143,389248743.37890,0
1576540800000,6887.48,6940,6550,6618.96,166411.289,1576627199999,1119916913.96774,348899,80946.311,544935938.70641,0
1576627200000,6618.96,7479.99,6427,7277.44,328489.593,1576713599999,2241615061.57224,675369,170098.066,1162033511.32103,0
1576713600000,7278.11,7367.87,7042.82,7146.29,158849.566,1576799999999,1136320673.87998,323697,77011.059,550959774.92734,0
1576800000000,7146.29,7217.08,7078.17,7184.39,86449.566,1576886399999,618061855.49459,179313,43256.648,309304170.51910,0
1576886400000,7184.39,7185,7108,7131.01,44340.865,1576972799999,316691491.64633,99594,21922.424,156577993.45327,0
1576972800000,7131.02,7517.61,7122,7502.92,129797.395,1577059199999,948741532.63742,278563,67246.221,491804710.46426,0
1577059200000,7502.92,7691,7262,7314.01,215298.787,1577145599999,1615203184.89148,431464,104347.760,782959154.71850,0
1577145600000,7314.03,7434.55,7156.08,7252.04,149081.004,1577231999999,1087303262.61196,279760,73067.038,532985114.49884,0
1577232000000,7251.57,7267.63,7123.19,7201.45,96965.072,1577318399999,699094669.90656,174360,47370.959,341563035.21314,0
1577318400000,7201.67,7438.80,7151,7197.46,133973.533,1577404799999,973097296.81580,246938,66703.488,484623657.65528,0
1577404800000,7197.84,7270,7078.89,7248.40,112284.610,1577491199999,808407623.10806,211189,55474.655,399477860.93646,0
1577491200000,7248.40,7359.15,7235,7311.48,91292.882,1577577599999,667101749.38177,156362,44857.620,327797632.97581,0
1577577600000,7310.29,7527,7283.60,7383.67,102543.974,1577663999999,756943061.50809,186571,52979.273,391211316.81490,0
1577664000000,7383.68,7400,7215.58,7240.43,94375.362,1577750399999,689435672.16509,174925,44946.508,328331116.74958,0
1577750400000,7240.80,7319,7141,7189,89203.437,1577836799999,643792056.63886,157014,42880.850,309552260.21335,0
1577836800000,7189.43,7260.43,7170.15,7197.57,56801.329,1577923199999,409678760.56957,101871,28834.200,208001969.84595,0
1577923200000,7197.57,7209.59,6922.00,6962.04,115295.677,1578009599999,815627831.08338,224747,55404.262,391911677.42577,0
1578009600000,6962.34,7407.28,6863.44,7341.72,208493.458,1578095999999,1507313613.42952,409820,107485.965,777056807.77789,0
1578096000000,7341.60,7400.00,7269.21,7350.71,92586.033,1578182399999,678402363.73751,186349,46139.090,338139639.44063,0
1578182400000,7350.54,7495.00,7303.00,7354.36,117765.972,1578268799999,874488521.38096,238905,58447.543,434120205.45978,0
1578268800000,7354.36,7808.65,7345.00,7757.39,168150.317,1578355199999,1272203777.30362,323625,86031.412,651077883.24518,0
1578355200000,7757.74,8215.33,7733.00,8152.49,280809.162,1578441599999,2233372067.10005,526402,140703.918,1119355459.77070,0
1578441600000,8150.90,8468.42,7870.11,8059.84,321225.114,1578527999999,2644782835.79284,650971,157260.453,1295047587.12318,0
1578528000000,8059.77,8060.00,7750.01,7818.59,187263.143,1578614399999,1478591346.02358,362420,91426.059,721979491.09053,0
1578614400000,7817.91,8210.62,7670.00,8207.09,253783.948,1578700799999,2013738849.92087,542054,129373.462,1026943509.85917,0
1578700800000,8207.20,8292.19,8003.87,8020.56,164741.715,1578787199999,1338581053.96550,354690,81244.929,660268578.07588,0
1578787200000,8020.58,8195.00,7956.28,8186.70,108629.964,1578873599999,881428055.68761,243290,54658.736,443543021.84472,0
1578873600000,8186.22,8200.00,8053.78,8113.00,74581.364,1578959999999,604921759.06788,184440,36688.577,297649675.36952,0
1578960000000,8112.99,8893.00,8109.02,8825.00,290777.981,1579046399999,2496741836.26976,652920,149457.707,1283141153.07419,0
1579046400000,8825.00,8921.20,8570.52,8825.30,237633.837,1579132799999,2084078908.15777,435491,115421.367,1012516254.34404,0
1579132800000,8825.35,8868.21,8596.25,8725.08,167958.963,1579219199999,1460649456.34463,294579,83305.758,724430509.13343,0
1579219200000,8724.99,9039.00,8680.00,8918.72,205717.686,1579305599999,1827760141.13558,390463,102758.035,913167403.80218,0
1579305600000,8918.73,8995.00,8816.00,8925.00,114708.682,1579391999999,1021654832.44937,220520,57164.221,509171594.41337,0
1579392000000,8925.00,9205.30,8440.91,8705.85,225314.525,1579478399999,1990403744.33708,444795,109554.498,968352310.34136,0
1579478400000,8705.98,8750.37,8526.06,8650.00,125161.675,1579564799999,1083263125.12439,240897,60421.576,522998706.33570,0
1579564800000,8650.00,8790.10,8448.60,8742.43,107577.153,1579651199999,931932876.50871,200875,53560.546,464224799.86614,0
1579651200000,8742.78,8820.00,8585.85,8684.57,94305.496,1579737599999,819676430.85578,180455,46246.208,402021377.35119,0
1579737600000,8684.47,8694.00,8326.00,8409.60,163407.064,1579823999999,1383035382.70483,335447,79123.155,669543820.62553,0
1579824000000,8410.00,8528.00,8247.00,8441.96,144785.391,1579910399999,1217077351.53608,316370,72647.472,610835373.11839,0
1579910400000,8442.82,8455.00,8272.00,8344.64,96961.714,1579996799999,809079683.34699,186872,47660.876,397729498.38688,0
1579996800000,8344.37,8624.45,8300.00,8611.21,117898.916,1580083199999,999306483.13926,218347,61183.604,518823465.25907,0
1580083200000,8611.21,9015.48,8565.00,8913.61,172235.328,1580169599999,1511064610.55725,359034,88760.412,778817122.09944,0
1580169600000,8913.61,9436.06,8905.00,9398.98,244467.546,1580255999999,2222778105.27098,455985,123183.084,1120479865.69273,0
1580256000000,9399.72,9460.52,9242.00,9311.00,169460.643,1580342399999,1584974428.29945,338155,82813.375,774750108.56386,0
1580342400000,9311.23,9599.00,9210.42,9525.67,190137.536,1580428799999,1789181440.43438,393732,96408.369,907696824.98894,0
1580428800000,9525.67,9550.72,9220.00,9364.51,146644.026,1580515199999,1373298967.87264,266727,70753.403,662550732.90456,0
1580515200000,9364.50,9477.76,9306.00,9392.74,109040.285,1580601599999,1024210862.88076,229569,54324.089,510351956.10423,0
1580601600000,9392.99,9489.92,9160.01,9338.20,148402.977,1580687999999,1391948766.66181,285872,72902.026,684047981.73101,0
1580688000000,9340.49,9647.61,9250.00,9300.64,159049.385,1580774399999,1491076833.73277,313233,79180.283,742527413.92745,0
1580774400000,9300.63,9368.00,9105.00,9198.35,147843.902,1580860799999,1363688333.14538,282503,71776.668,662220645.49289,0
1580860800000,9198.32,9799.08,9179.88,9630.00,212311.697,1580947199999,2014987376.43659,387332,111557.886,1058639964.75721,0
1580947200000,9630.00,9884.00,9550.00,9778.12,200556.367,1581033599999,1950865328.54665,366953,98843.932,961671262.21633,0
1581033600000,9777.97,9900.00,9736.66,9821.52,129740.767,1581119999999,1272175090.89561,244078,63763.916,625379176.99655,0
1581120000000,9821.52,9956.00,9680.55,9906.43,129267.269,1581206399999,1270369231.27298,238583,65282.120,641725121.85347,0
1581206400000,9906.09,10184.34,9892.15,10167.38,143407.013,1581292799999,1446593331.85639,270733,72981.764,736106490.59704,0
1581292800000,10167.37,10213.56,9750.00,9865.56,184242.737,1581379199999,1831546625.42966,333889,89129.888,885869924.25138,0
1581379200000,9865.56,10409.96,9729.36,10229.06,190119.815,1581465599999,1906183204.95577,381836,98272.116,985932564.88324,0
1581465600000,10230.74,10479.98,10229.71,10339.99,159674.258,1581551999999,1650500848.23864,336615,80738.924,834714299.73591,0
1581552000000,10339.64,10540.00,10101.00,10239.63,213052.717,1581638399999,2192034973.13267,454247,101980.087,1049813429.99590,0
1581638400000,10240.02,10390.00,10123.37,10356.82,130975.746,1581724799999,1345001966.03801,267110,67096.628,689188914.54797,0
1581724800000,10356.27,10389.75,9752.30,9914.99,152146.127,1581811199999,1533600988.37217,325934,70415.864,709791351.79514,0
1581811200000,9914.31,10060.45,9626.64,9921.86,141547.956,1581897599999,1398906974.55862,321449,69642.561,688533908.95615,0
1581897600000,9921.87,9971.00,9461.89,9716.00,185338.179,1581983999999,1795989784.48734,399493,89956.126,871881279.69935,0
1581984000000,9716.00,10270.00,9598.00,10174.32,166119.369,1582070399999,1642320613.87592,398826,84019.968,831000734.63062,0
1582070400000,10174.53,10286.00,9293.07,9593.65,187495.927,1582156799999,1861820032.84195,442535,86400.201,858942080.38769,0
1582156800000,9593.31,9700.00,9382.59,9601.99,143105.587,1582243199999,1370467343.18510,340441,69158.410,662462607.26312,0
1582243200000,9601.51,9759.59,9547.00,9681.39,98954.288,1582329599999,957995037.55100,222939,49439.472,478708044.51954,0
1582329600000,9681.39,9710.70,9565.00,9659.20,58419.547,1582415999999,563688224.30407,137989,29109.510,280905403.94001,0
1582416000000,9658.95,10018.90,9657.00,9943.12,97134.358,1582502399999,959596142.38798,229104,49886.568,492833810.65496,0
1582502400000,9943.12,10000.00,9487.38,9662.95,157965.671,1582588799999,1535789024.65726,357670,73688.386,716559068.76857,0
1582588800000,9662.88,9686.78,9247.00,9326.00,168641.725,1582675199999,1596316068.55609,370353,80606.877,763338066.82431,0
1582675200000,9326.00,9384.00,8610.00,8792.22,267005.172,1582761599999,2409004404.57587,594555,125256.227,1130195815.13983,0
1582761600000,8793.96,8978.00,8533.90,8828.00,200638.488,1582847999999,1763578868.15436,447761,99331.859,873383824.34582,0
1582848000000,8827.12,8908.86,8450.00,8699.57,196066.110,1582934399999,1698656157.08208,479621,97577.393,845846202.83792,0
1582934400000,8699.86,8799.83,8530.00,8531.98,103524.685,1583020799999,898160923.81681,217411,49487.071,429493104.73495,0
1583020800000,8532.50,8762.24,8409.00,8537.84,174332.916,1583107199999,1494294629.10932,346326,85613.610,734002269.82985,0
1583107200000,8537.84,8972.00,8504.95,8919.70,160294.484,1583193599999,1405207928.76918,330286,83302.183,730389307.53473,0
1583193600000,8919.70,8922.34,8657.41,8765.00,160123.605,1583279999999,1406716868.87184,331015,77472.254,680849226.52919,0
1583280000000,8765.00,8853.88,8669.23,8756.93,105462.120,1583366399999,923600039.89969,219177,51814.453,453837266.49109,0
1583366400000,8755.98,9172.30,8755.98,9062.81,161840.623,1583452799999,1458350448.94803,305604,81304.772,732252544.57266,0
1583452800000,9062.62,9179.75,8994.14,9139.48,115011.583,1583539199999,1045435230.09336,226911,56607.201,514641871.77172,0
1583539200000,9139.77,9204.00,8850.00,8897.18,125804.999,1583625599999,1135455550.23333,240352,59759.072,539566671.30799,0
1583625600000,8895.62,8897.71,7997.70,8038.46,237407.028,1583711999999,2003492668.69928,443337,109247.103,922054657.55872,0
1583712000000,8038.99,8182.31,7635.21,7932.15,334399.107,1583798399999,2627368283.37935,630254,165620.727,1301613335.96885,0
1583798400000,7932.45,8156.31,7733.00,7897.66,257068.702,1583884799999,2044527824.74198,480453,127445.512,1013900855.45328,0
1583884800000,7898.21,7988.00,7593.29,7938.39,220537.381,1583971199999,1724800753.69309,401429,109589.744,857478719.09663,0
1583971200000,7938.39,7969.00,4347.00,4764.65,784747.020,1584057599999,4935684191.16036,1559176,376597.666,2360894110.20358,0
1584057600000,4762.28,5971.00,3621.81,5570.26,935489.242,1584143999999,4777193239.09059,2491958,465297.838,2382258317.76056,0
1584144000000,5569.84,5638.42,5040.00,5167.01,316242.586,1584230399999,1697439879.44057,778184,157435.123,845705102.98525,0
1584230400000,5167.21,5954.47,5089.12,5357.32,356311.765,1584316799999,1916062699.25133,806813,184750.035,993937103.50990,0
1584316800000,5354.81,5361.26,4413.62,5026.26,621555.792,1584403199999,3043134893.44952,1445469,318949.688,1562954333.84351,0
1584403200000,5027.11,5529.98,4913.49,5307.38,429908.098,1584489599999,2271134947.39557,1054231,232442.760,1228638059.36448,0
1584489600000,5306.42,5435.00,4982.75,5389.64,402005.703,1584575999999,2108477121.16380,915737,211992.384,1112844886.81779,0
1584576000000,5389.94,6400.00,5246.50,6159.60,499391.190,1584662399999,2922169778.65964,1105378,265398.098,1552134878.49786,0
1584662400000,6159.41,6911.00,5650.00,6203.77,571898.016,1584748799999,3643186059.94639,1274738,293613.556,1872418332.76583,0
1584748800000,6204.47,6457.17,5854.01,6183.69,387679.649,1584835199999,2387762770.11733,986672,209288.231,1289545015.12736,0
1584835200000,6183.84,6408.91,5730.35,5810.17,391002.795,1584921599999,2379970465.43368,1072425,206652.155,1258271434.02062,0
1584921600000,5810.30,6619.90,5670.00,6463.84,489746.087,1585007999999,3012248578.73576,1193611,257236.824,1581915987.30933,0
1585008000000,6463.21,6840.00,6369.00,6741.33,437968.553,1585094399999,2903592538.87217,1114257,220131.441,1459407736.50984,0
1585094400000,6740.86,6960.71,6436.26,6673.41,400684.542,1585180799999,2667204859.27760,1046097,210095.392,1398811490.78229,0
1585180800000,6673.57,6777.50,6500.00,6733.76,281245.628,1585267199999,1870132448.53115,808889,144932.277,963995272.44565,0
1585267200000,6733.76,6840.00,6230.00,6353.64,258213.519,1585353599999,1715677661.94467,741333,128814.892,856756136.69612,0
1585353600000,6353.64,6354.74,6004.00,6230.95,341944.185,1585439999999,2120036125.18386,1008455,179087.046,1110754027.49350,0
1585440000000,6231.81,6260.00,5857.60,5876.27,251335.919,1585526399999,1525085226.99231,695647,129308.418,785278094.70524,0
1585526400000,5876.27,6606.15,5850.00,6391.08,387321.998,1585612799999,2435748934.79350,1071219,206399.459,1297813744.08973,0
1585612800000,6389.52,6516.63,6320.00,6407.10,262522.644,1585699199999,1689175318.59372,790788,135500.437,872136163.36932,0
1585699200000,6407.10,6693.00,6140.00,6641.51,390529.602,1585785599999,2470585503.92402,1158799,205706.298,1302204912.98308,0
1585785600000,6641.22,7290.00,6542.73,6791.63,531321.428,1585871999999,3604597593.43110,1382876,275029.952,1866373988.52023,0
1585872000000,6791.65,7049.11,6600.00,6729.80,411944.927,1585958399999,2809083862.31635,1074346,213227.061,1454161274.24010,0
1585958400000,6729.80,7020.00,6629.99,6851.10,319849.757,1586044799999,2168134179.35285,918658,168633.540,1143488982.77319,0
1586044800000,6851.40,6893.44,6668.02,6768.90,239224.508,1586131199999,1622119002.66283,698862,124679.648,845686533.03934,0
1586131200000,6768.90,7370.00,6760.00,7325.73,461331.013,1586217599999,3269655313.60241,1279153,245413.283,1739459125.79713,0
1586217600000,7325.73,7457.00,7070.43,7192.90,419572.040,1586303999999,3065548691.90531,1075255,209708.684,1532853201.78747,0
1586304000000,7192.90,7417.83,7145.14,7357.66,332599.575,1586390399999,2426530950.31658,1007080,169892.335,1239759697.97260,0
1586390400000,7357.15,7365.69,7105.98,7278.65,293638.581,1586476799999,2136691783.39294,844238,148199.882,1078758413.36993,0
1586476800000,7278.83,7290.00,6741.00,6857.82,440148.453,1586563199999,3057722780.62013,1366733,211454.736,1468630300.74734,0
1586563200000,6858.00,6944.28,6757.29,6874.18,224157.844,1586649599999,1535701119.55164,703329,118780.248,813906235.84925,0
1586649600000,6874.17,7173.98,6775.66,6900.52,321594.822,1586735999999,2245397129.53634,960439,165602.500,1156344165.98682,0
1586736000000,6900.19,6900.99,6558.00,6834.00,421954.773,1586822399999,2840095791.57115,1257602,216013.226,1454395944.52992,0
1586822400000,6834.01,6975.60,6751.00,6864.11,280445.427,1586908799999,1926255197.49405,1002761,144042.067,989428438.98085,0
1586908800000,6864.11,6929.00,6602.59,6616.89,281136.689,1586995199999,1902882417.25705,978500,140357.102,950242642.95066,0
1586995200000,6616.88,7190.92,6465.33,7098.15,559868.603,1587081599999,3869854829.89996,1570129,297526.011,2057137960.75988,0
1587081600000,7098.15,7140.00,6981.00,7022.44,277339.601,1587167999999,1958075004.68818,815405,140468.709,991899745.51267,0
1587168000000,7022.00,7290.00,7008.11,7242.42,225807.171,1587254399999,1616702892.39814,665801,119681.739,857010922.76607,0
1587254400000,7242.49,7258.42,7055.00,7118.03,216975.114,1587340799999,1550386464.89985,687566,107002.397,764610435.93177,0
1587340800000,7118.04,7208.55,6735.95,6825.29,445104.981,1587427199999,3107676568.44843,1327875,221767.063,1548488407.85350,0
1587427200000,6825.28,6940.00,6759.16,6838.00,288024.528,1587513599999,1972271576.59066,927606,149431.948,1023520677.33930,0
1587513600000,6838.00,7154.90,6812.57,7120.06,306482.163,1587599999999,2147460698.31218,926951,164226.935,1150676739.48390,0
